age,annual_income,employment_type,years_employed,credit_score,existing_debt,loan_amount,loan_term,approval_status
22,60022,Employed,16,759,7867,213258,48,1
22,36495,Employed,5,529,21767,124577,120,0
64,60927,Self-Employed,16,535,27174,223037,36,0
27,38834,Self-Employed,22,694,14833,161878,60,1
52,47236,Unemployed,15,586,863,5959,60,0
32,34335,Employed,25,791,30612,208466,180,0
29,50081,Employed,28,564,23851,31486,12,1
60,243099,Employed,27,714,53662,180700,48,1
50,188927,Employed,28,781,34334,261681,12,1
39,79233,Employed,10,648,71220,293581,180,1
35,28932,Self-Employed,20,535,759,218248,24,0
61,37899,Employed,16,601,28516,46129,240,1
64,28423,Employed,9,825,17373,50722,24,1
43,26814,Employed,24,731,19630,229818,36,0
32,30935,Self-Employed,7,433,24237,103622,24,0
47,46948,Employed,16,675,31654,284126,120,1
60,235062,Employed,2,771,13527,224880,36,1
54,163994,Employed,7,551,29126,271613,12,0
21,29446,Employed,5,747,27466,107270,48,1
40,37845,Employed,20,723,20234,219405,36,1
60,109207,Employed,19,664,59078,39166,360,1
63,64809,Employed,26,582,62530,291689,12,1
55,56479,Self-Employed,20,697,21190,227151,48,1
57,31265,Self-Employed,5,550,20079,228081,120,1
53,18466,Employed,6,527,9308,288801,60,0
31,19447,Employed,19,643,5836,284969,12,0
24,46599,Employed,3,604,40846,293331,12,0
63,46629,Employed,4,593,24100,257082,24,0
38,154567,Employed,28,814,39555,185723,60,1
61,45545,Employed,7,509,44445,35667,120,0
50,69310,Employed,12,547,56654,60091,24,0
49,37240,Employed,10,611,1458,34007,36,0
43,39323,Self-Employed,22,571,38012,25411,60,0
56,72943,Employed,24,614,34867,215000,120,1
21,80004,Employed,11,519,11132,219503,24,1
37,38630,Unemployed,9,512,34177,50710,180,0
40,44359,Employed,12,782,733,123787,360,1
52,65604,Employed,9,733,15695,243055,180,1
36,42433,Employed,1,650,33561,106426,120,1
31,212731,Employed,24,716,60301,195191,36,1
57,34971,Employed,0,750,18715,52323,24,1
37,59595,Unemployed,27,661,40580,159794,12,0
53,27318,Employed,20,746,11899,242562,60,0
38,85902,Self-Employed,27,742,43654,137497,48,1
59,31612,Self-Employed,9,682,18866,155343,36,1
62,29971,Self-Employed,4,701,27210,165389,180,1
63,15977,Employed,7,663,304,78825,60,1
37,79177,Employed,9,618,17623,243066,240,1
48,161098,Employed,6,780,66689,229084,180,1
61,28532,Self-Employed,4,534,26675,167509,60,0
48,200511,Unemployed,21,734,58138,197706,180,1
47,28949,Employed,12,808,18059,221758,36,1
64,86046,Employed,2,654,4227,264784,36,1
52,80501,Employed,13,722,35627,216871,120,1
21,51453,Self-Employed,3,741,35038,142898,360,1
46,29399,Employed,16,608,16211,46307,24,1
32,79387,Employed,22,850,34300,259185,240,1
24,47175,Unemployed,1,583,30742,210789,60,0
58,247352,Employed,25,755,21065,134537,120,1
48,26804,Self-Employed,2,564,1945,77264,60,1
27,19876,Employed,18,486,680,258079,12,1
28,107249,Employed,18,805,72536,122626,120,1
55,198815,Self-Employed,3,603,73550,43352,48,1
27,58467,Self-Employed,27,649,52768,52829,180,1
24,87607,Employed,14,759,12218,81966,24,1
25,61180,Employed,10,596,4594,17182,180,1
33,21777,Employed,27,634,7496,279145,48,0
36,139436,Employed,4,495,73854,198075,24,0
29,21354,Employed,16,850,5869,180625,12,1
30,94673,Employed,6,740,40706,293409,180,1
45,202757,Employed,17,634,41108,72817,60,1
63,29901,Employed,4,631,22166,146058,24,1
62,18186,Employed,5,702,7343,245670,60,1
35,16770,Employed,28,621,7694,264850,360,0
55,19258,Self-Employed,9,620,11888,87380,120,0
46,15410,Employed,24,645,7121,251812,48,0
58,79032,Employed,19,698,5590,21650,36,1
23,53162,Self-Employed,26,584,26587,180254,120,0
23,83623,Unemployed,18,680,29032,39753,12,1
30,37693,Employed,16,675,25470,266828,60,0
61,89534,Employed,21,550,42147,268949,12,1
26,46983,Employed,20,850,19152,20270,180,1
36,37603,Employed,15,837,6071,246857,36,1
47,105114,Unemployed,9,652,27950,72148,60,1
63,44424,Employed,18,534,55,271033,120,1
52,25360,Self-Employed,7,599,6514,58396,48,0
23,74849,Self-Employed,27,754,61743,11105,60,0
57,21192,Employed,23,616,20744,103663,240,1
27,88577,Employed,12,691,43862,159505,120,0
47,26082,Unemployed,21,850,10688,121274,180,1
37,125515,Employed,8,512,76252,231010,48,1
44,81023,Employed,21,582,30842,126594,12,1
55,23053,Employed,28,705,21670,126142,60,1
23,233635,Unemployed,24,661,18665,136124,60,1
23,70595,Employed,6,716,3843,80817,180,1
41,24594,Self-Employed,2,649,10732,270106,240,0
22,28990,Unemployed,14,807,19703,36811,24,0
31,205436,Self-Employed,23,673,3552,63348,24,1
32,207943,Self-Employed,4,426,79993,143755,60,1
24,240422,Unemployed,4,849,57879,77107,12,0
33,218976,Self-Employed,9,639,35535,298089,24,1
26,16993,Employed,19,638,4834,181576,48,1
34,235029,Self-Employed,1,648,60446,52271,360,1
46,123487,Self-Employed,27,602,3398,109048,240,1
31,50243,Employed,11,588,13774,65756,180,0
30,20960,Employed,22,690,20868,258331,180,1
39,70417,Self-Employed,12,713,67203,277993,240,1
26,85653,Employed,26,616,37574,103850,24,0
55,27637,Self-Employed,0,645,26092,279733,240,0
58,26627,Employed,15,557,13007,21206,120,0
37,15295,Unemployed,10,659,3247,17891,12,1
60,70976,Self-Employed,22,624,47549,172205,360,1
60,21946,Self-Employed,29,715,7521,43561,48,1
55,63054,Employed,3,644,60772,281189,36,0
63,51811,Employed,5,576,1556,258099,180,1
39,68680,Self-Employed,18,687,33379,181917,180,1
26,47863,Unemployed,6,660,14485,67750,24,1
44,54005,Self-Employed,22,596,12063,115894,360,1
44,31417,Unemployed,17,609,3584,67902,180,0
33,89975,Self-Employed,0,511,24577,111202,120,0
30,72773,Employed,16,624,36352,57773,120,1
55,48495,Employed,6,598,16359,220515,60,1
28,88444,Self-Employed,29,728,17319,242497,36,1
51,41354,Employed,6,697,24441,284185,12,0
31,204682,Employed,2,420,10018,154866,48,0
53,25421,Self-Employed,2,736,12852,174508,180,0
23,37194,Employed,12,448,14184,299059,120,0
38,60647,Employed,16,500,11242,199467,48,1
64,89642,Self-Employed,11,614,35113,30577,36,1
64,41151,Self-Employed,27,612,26284,190426,360,0
55,235543,Unemployed,24,850,37005,292978,24,1
33,76019,Employed,3,636,28074,142954,60,1
60,24980,Self-Employed,14,626,1910,47186,48,1
51,77531,Self-Employed,11,850,26906,226042,12,1
50,89511,Employed,26,629,24005,88512,120,1
56,81228,Self-Employed,19,631,23323,200423,48,1
40,59928,Self-Employed,28,622,44399,297281,48,1
49,28317,Employed,21,787,25010,275712,120,0
28,224853,Unemployed,13,735,1103,147538,60,1
40,158595,Employed,7,519,37937,16897,120,1
33,62878,Employed,17,625,43475,205238,48,1
59,80871,Unemployed,4,491,71241,5062,240,0
49,36487,Employed,24,710,30601,97051,12,1
30,200223,Self-Employed,0,636,28972,261381,360,1
37,226842,Self-Employed,14,686,56247,238473,48,1
38,34101,Employed,28,646,19395,258512,12,0
52,56903,Employed,4,646,9007,188193,48,0
56,92652,Self-Employed,23,498,77956,86970,24,0
47,79398,Employed,8,655,30300,267614,120,1
38,88378,Unemployed,9,631,60556,118949,240,0
43,168024,Self-Employed,16,531,17199,212429,240,1
34,55690,Employed,22,668,38354,65776,240,1
36,81313,Self-Employed,16,850,17564,225397,360,1
23,49066,Self-Employed,29,572,6543,52963,180,0
48,200964,Employed,6,558,56848,225830,48,1
59,144729,Employed,8,728,19973,165614,180,1
35,28617,Employed,28,677,14012,203497,36,1
61,170096,Employed,6,660,5105,192246,36,1
52,30033,Unemployed,7,649,26157,125830,24,0
36,182875,Employed,10,597,10402,130675,48,1
55,167473,Employed,23,585,30223,284100,240,1
41,45145,Self-Employed,8,514,8427,173795,48,1
37,56273,Employed,7,653,49417,102605,120,1
22,32231,Self-Employed,5,768,7678,163938,12,1
34,23816,Employed,28,758,7368,227983,48,1
25,68912,Employed,22,717,31930,222473,36,1
23,178235,Unemployed,8,674,16620,272116,180,1
43,40063,Self-Employed,3,630,3010,229348,12,1
63,43894,Employed,19,658,23105,250841,60,1
26,25946,Employed,28,522,1062,220947,24,1
34,40987,Employed,12,619,16417,287282,24,0
21,61831,Employed,7,486,36977,71387,12,0
64,35766,Employed,28,602,14360,233235,36,0
30,20415,Employed,8,592,16615,179325,60,0
60,32570,Employed,18,820,27133,272490,12,1
48,16763,Self-Employed,17,517,2820,132013,12,1
24,32637,Employed,28,785,2979,298300,360,1
50,44111,Unemployed,27,743,33434,168500,120,1
38,87241,Employed,0,570,33121,174144,48,1
35,57479,Employed,27,767,21598,262639,180,1
42,27787,Employed,9,583,14952,26066,120,0
41,19334,Self-Employed,11,529,12989,69707,240,0
26,58116,Employed,13,713,43418,91056,48,1
56,40945,Employed,7,636,13427,114011,180,1
54,37435,Employed,10,771,31656,193445,12,1
34,34503,Employed,0,668,4585,98660,48,0
45,45828,Employed,8,596,19441,259262,360,1
43,45759,Self-Employed,15,439,42299,258758,60,1
44,240508,Employed,9,677,40096,51702,60,1
28,55188,Employed,23,685,49980,212511,24,1
48,21074,Employed,23,629,20563,156826,48,0
38,25720,Self-Employed,26,686,2373,294764,48,1
63,50218,Employed,22,567,5615,267138,360,0
37,77901,Employed,13,753,27368,154853,180,1
36,46778,Employed,23,511,9464,164107,120,1
45,83393,Unemployed,25,495,71246,289948,12,0
40,30727,Self-Employed,5,754,7282,266492,360,1
45,175327,Employed,10,627,9263,124652,12,1
60,159372,Self-Employed,26,581,4253,145572,180,1
40,31991,Employed,5,735,12748,5190,24,0
56,25651,Employed,28,594,22991,92827,12,0
64,15115,Employed,1,680,2362,285565,360,1
35,206958,Employed,29,522,67271,295859,12,1
34,61041,Self-Employed,2,645,53377,175468,24,0
44,38869,Employed,10,588,33053,130784,36,0
47,68775,Employed,22,583,12661,220306,48,1
53,19202,Employed,8,577,17294,179843,24,0
53,28973,Unemployed,28,778,1641,128626,12,1
27,26184,Employed,25,681,19761,21508,12,1
62,24591,Self-Employed,6,639,20158,174159,12,1
36,29228,Employed,1,367,20528,19517,24,1
61,31230,Unemployed,17,676,4050,190310,48,0
54,45203,Employed,25,499,36362,279493,24,0
53,60486,Employed,24,658,12085,20277,240,1
28,139068,Employed,6,565,53038,277364,24,1
39,27900,Employed,13,591,21142,296874,180,1
22,151989,Employed,23,551,11903,104642,12,0
46,23161,Self-Employed,15,758,21396,15043,180,1
48,70557,Employed,0,612,66580,272804,36,0
25,23363,Employed,1,738,10030,152778,360,1
42,72827,Self-Employed,14,746,11276,169638,48,1
22,17703,Employed,14,522,12898,183932,48,0
52,50291,Employed,6,556,19715,243757,360,0
37,80819,Employed,16,678,57332,281137,120,1
37,135701,Employed,17,650,8237,42338,60,1
56,72391,Employed,2,654,43479,12015,12,1
41,102550,Employed,15,571,57965,269725,180,1
33,35812,Self-Employed,0,754,33052,60122,60,1
54,22634,Employed,16,769,14526,133682,48,1
23,31951,Unemployed,4,780,4517,246835,12,1
45,60636,Self-Employed,21,524,28434,248967,120,1
57,35300,Employed,1,807,22005,157938,24,1
57,56458,Employed,21,651,49906,98672,12,1
29,78570,Self-Employed,14,683,20330,59055,240,1
39,30839,Employed,20,850,15301,241993,24,1
32,17711,Employed,8,645,2866,84452,36,0
60,15095,Self-Employed,8,698,2028,121821,36,1
56,40269,Employed,18,755,21496,278922,360,1
47,247028,Employed,9,650,60501,102203,36,1
64,67351,Employed,29,767,45295,201175,120,1
34,56972,Employed,17,549,31270,163352,240,0
26,148708,Employed,0,850,56083,87383,48,0
40,32330,Employed,13,643,20996,115683,24,1
61,34517,Self-Employed,4,779,31824,116608,36,1
33,84466,Employed,8,709,31479,154210,360,1
44,51515,Self-Employed,6,654,30151,141893,60,0
47,103528,Employed,9,523,37480,235229,180,1
55,100793,Employed,7,679,25647,219881,360,1
44,25691,Self-Employed,16,673,20521,77190,240,1
38,167811,Employed,20,710,2707,247617,180,1
31,63245,Employed,3,783,33183,119523,48,1
46,19729,Employed,20,666,19373,166738,240,0
39,49016,Employed,18,592,9264,197506,240,1
34,31872,Self-Employed,0,594,31157,296299,12,0
63,182217,Self-Employed,27,651,77791,225123,24,1
30,85798,Employed,0,760,11904,48062,240,1
60,138856,Employed,9,626,48424,271024,48,1
64,57480,Employed,20,639,52501,226630,12,0
34,37108,Employed,6,615,24300,176663,12,0
26,196575,Employed,24,624,33802,105042,360,1
21,140462,Employed,12,455,28877,50058,48,1
45,79278,Self-Employed,5,749,18165,168744,120,1
22,85345,Employed,24,700,62342,42551,120,0
60,37523,Employed,11,584,21717,282794,360,0
21,15475,Employed,12,605,9959,95321,360,0
27,45327,Self-Employed,14,694,7500,237394,120,1
55,15345,Self-Employed,18,634,2039,96429,240,0
62,38831,Employed,5,467,9269,173068,48,0
34,47924,Employed,9,464,38886,153102,60,1
53,51933,Self-Employed,18,680,46690,38949,60,0
44,65502,Self-Employed,22,718,10387,241653,48,1
56,29008,Unemployed,27,714,23205,118547,360,0
24,186533,Self-Employed,4,784,72505,147458,180,1
57,185771,Employed,13,676,6433,66652,60,1
54,82702,Employed,19,724,18553,135527,360,1
21,86167,Employed,29,567,33952,289369,48,1
55,65160,Employed,13,636,32710,74363,60,0
33,37403,Employed,16,696,1925,81970,36,0
44,169860,Employed,11,497,47510,147567,60,1
56,187164,Employed,6,850,4395,291584,24,1
39,249039,Employed,21,666,61106,195632,60,1
55,33901,Employed,4,577,2602,166210,60,1
38,30579,Employed,29,558,3294,218807,60,0
26,24772,Unemployed,8,767,345,140141,180,1
48,102729,Employed,11,691,44690,165165,120,1
41,15614,Employed,7,655,3589,198183,180,1
24,33236,Self-Employed,19,575,4834,166226,360,0
46,71765,Self-Employed,20,546,67195,175642,36,0
45,78024,Unemployed,15,712,55370,110684,180,0
38,67153,Employed,18,814,3514,58274,180,1
31,44037,Employed,11,559,8703,130346,180,1
56,107102,Employed,15,462,39344,297415,360,1
44,23684,Self-Employed,23,672,21528,195033,12,1
31,60858,Employed,3,764,22755,79294,360,1
56,27029,Employed,10,708,1205,106048,36,1
55,32303,Self-Employed,22,573,5948,118772,36,0
29,112889,Self-Employed,15,612,25511,43753,240,1
28,29465,Employed,26,634,1089,164117,36,1
28,41674,Employed,6,697,14353,223278,240,1
56,145742,Employed,17,621,53307,125837,120,1
47,20307,Employed,28,605,14765,138400,120,0
43,19433,Employed,29,655,13851,282890,48,1
30,23190,Self-Employed,17,664,11713,281978,12,0
50,224706,Self-Employed,6,850,941,43231,12,1
25,31149,Employed,7,755,374,46000,240,1
57,17698,Self-Employed,18,645,14784,183147,180,1
58,147151,Unemployed,22,560,15088,181982,12,1
29,49719,Employed,12,632,16126,133885,12,1
41,50972,Employed,24,532,1935,153876,120,1
64,112736,Employed,13,658,78150,23502,120,1
39,16641,Employed,18,646,10268,260195,180,0
40,17447,Employed,19,695,13066,44452,120,1
54,150073,Self-Employed,26,512,77422,96611,120,0
43,86673,Employed,12,702,9112,72295,60,1
45,58962,Employed,5,803,36762,21040,12,1
60,24475,Employed,17,683,278,19916,180,1
61,18769,Employed,3,592,15132,180187,48,0
25,58990,Employed,12,850,53777,250270,60,1
64,72890,Self-Employed,25,665,176,90108,360,1
57,50537,Employed,6,727,11141,97462,36,1
61,54142,Employed,19,634,7845,102785,24,1
52,43978,Employed,11,522,26078,270796,60,1
46,45243,Employed,19,666,20799,240112,48,1
30,87692,Self-Employed,14,660,36908,42873,12,1
48,51040,Employed,25,622,13401,23354,60,1
31,29754,Employed,25,625,15079,202772,12,0
39,47065,Self-Employed,22,640,3037,278312,360,1
53,40070,Employed,27,811,23666,156053,60,1
26,50506,Self-Employed,10,634,17714,31002,60,1
42,36720,Employed,16,608,1666,291755,240,1
27,61741,Self-Employed,21,647,31979,255503,36,1
64,85251,Employed,26,638,4312,54367,24,1
50,101451,Employed,25,784,53075,31597,48,1
27,30073,Employed,20,619,26514,205651,240,0
36,18688,Employed,9,442,6690,176875,60,0
61,133808,Employed,4,696,69135,222896,360,1
34,56360,Employed,18,689,19855,254902,60,1
51,27799,Employed,21,630,17155,230376,120,0
32,46965,Self-Employed,18,827,1332,98471,360,1
42,31145,Self-Employed,12,696,18527,134858,180,1
57,54413,Employed,4,573,1457,296725,240,1
25,25796,Employed,1,556,3905,104240,180,1
61,172506,Employed,17,736,29484,42729,12,1
56,15736,Employed,25,555,8360,260879,180,0
25,25205,Unemployed,25,606,24722,254602,240,1
60,68071,Self-Employed,11,582,64765,25981,360,0
29,57648,Self-Employed,2,715,9048,185626,36,1
60,184818,Self-Employed,2,580,27051,108153,240,1
26,58464,Employed,29,731,31763,61117,36,1
34,37313,Employed,7,558,3581,200562,120,1
25,33333,Employed,1,518,2248,16365,240,1
38,225844,Employed,19,806,27620,30908,48,1
56,87034,Employed,4,850,68533,236138,120,0
64,82463,Self-Employed,23,575,17219,93549,36,1
63,39655,Unemployed,10,586,8788,299060,360,0
64,67798,Employed,15,654,44221,196255,60,1
53,15777,Employed,0,722,9137,37723,60,0
33,202528,Employed,3,527,26458,244437,36,1
38,224716,Self-Employed,13,708,40302,294173,60,1
44,88716,Employed,18,636,55232,35067,48,1
58,72458,Employed,17,675,11408,291134,24,1
37,38709,Employed,28,645,37023,189767,240,1
53,241175,Self-Employed,3,635,73570,162272,240,1
60,66261,Employed,11,538,50849,186172,24,0
31,48955,Self-Employed,23,624,23287,138363,120,1
47,83331,Employed,11,632,70713,125107,24,0
63,68781,Employed,26,850,38347,204119,240,1
46,22481,Self-Employed,26,694,12056,298228,120,1
47,20655,Self-Employed,0,589,18367,9965,360,0
43,66277,Employed,19,713,40630,184037,36,1
43,83922,Employed,0,574,76380,27133,48,0
34,42038,Self-Employed,4,777,18863,8070,36,1
55,112892,Employed,15,625,13417,186714,240,1
50,19715,Employed,24,656,8800,179397,12,0
36,34370,Employed,26,710,20153,213105,36,1
56,34053,Employed,9,702,2756,166955,36,1
29,112399,Employed,1,598,61804,246289,240,0
52,37616,Employed,24,460,5689,81454,360,1
35,72151,Self-Employed,27,816,55386,256356,60,1
32,76019,Self-Employed,1,785,64802,266013,180,0
55,58472,Employed,18,687,14892,106241,12,1
22,72198,Self-Employed,24,709,47506,210161,120,0
30,90137,Employed,0,734,78633,85181,36,1
34,41534,Self-Employed,20,672,19478,191895,360,0
22,175581,Employed,25,642,8020,296566,48,1
58,19583,Employed,15,614,15619,292441,360,0
33,77847,Self-Employed,29,727,7997,278610,360,1
43,55194,Unemployed,15,850,17941,14531,24,1
40,80884,Employed,11,596,4284,13698,60,1
52,23193,Self-Employed,1,577,5555,222756,60,0
30,32418,Employed,4,702,7308,123807,36,1
24,140741,Employed,11,581,33590,61976,240,1
59,36733,Employed,16,593,514,295508,24,0
48,27761,Unemployed,5,592,27318,290660,360,0
37,21665,Employed,4,626,16876,139100,48,1
31,19760,Employed,3,646,3913,224548,60,0
54,53276,Employed,9,715,52062,203854,12,1
51,88908,Employed,1,775,3081,202642,36,1
64,83367,Self-Employed,25,573,46889,167244,180,0
35,18651,Unemployed,24,700,16485,26256,180,0
25,29864,Employed,21,745,8224,26538,12,1
31,130679,Unemployed,24,440,64598,17821,60,0
34,88391,Unemployed,5,802,12398,226760,120,1
53,184339,Self-Employed,27,570,14442,296433,240,1
55,23438,Self-Employed,10,665,13072,108356,48,1
57,61287,Employed,26,765,31663,139069,60,1
42,157371,Employed,4,541,17090,155171,36,1
61,80564,Employed,24,405,79557,272688,24,0
49,97194,Self-Employed,16,743,76398,194703,60,1
38,58034,Employed,4,544,981,201585,36,0
43,76392,Employed,25,692,2939,125590,36,1
37,82096,Self-Employed,18,670,13203,190362,48,1
64,30210,Employed,11,557,16504,223653,120,0
32,236822,Employed,24,536,11295,268753,24,1
56,185304,Self-Employed,5,493,45930,284689,24,1
59,44131,Self-Employed,15,716,26023,178430,12,1
55,71216,Self-Employed,26,640,7588,126545,36,0
38,91620,Employed,22,730,47271,28398,24,1
42,26368,Employed,21,694,25215,264553,60,0
54,86079,Self-Employed,25,760,34949,283875,36,1
46,39782,Self-Employed,13,651,17877,286910,180,0
26,35145,Employed,23,625,5411,77692,60,1
37,214228,Self-Employed,18,637,78930,177179,120,1
31,70344,Self-Employed,11,668,6107,218527,60,1
39,112842,Employed,17,679,55030,197384,180,1
38,109182,Employed,29,704,48107,64101,24,1
25,102369,Employed,7,570,12690,87873,36,1
21,88617,Self-Employed,6,850,48389,219499,12,1
51,33545,Employed,17,810,14259,62513,60,1
58,28353,Self-Employed,28,391,10731,87323,120,0
47,85135,Self-Employed,20,540,60569,85611,120,1
35,37254,Self-Employed,10,561,7675,12828,24,1
24,31648,Employed,13,670,1186,90695,24,1
26,46340,Self-Employed,7,496,28058,170824,60,1
47,94513,Employed,23,482,69707,221760,24,0
53,28851,Employed,25,698,19714,248858,120,1
